Timestamp,Open,High,Low,Close,Volume
1672963200000,1251.25000000,1276.70000000,1236.00000000,1269.14000000,342344.20230000
1673049600000,1269.13000000,1271.09000000,1261.30000000,1264.07000000,129474.28840000
1673136000000,1264.06000000,1296.00000000,1257.77000000,1290.16000000,213636.78480000
1673222400000,1290.15000000,1344.91000000,1285.44000000,1320.39000000,581727.69680000
1673308800000,1320.40000000,1347.69000000,1316.80000000,1335.62000000,459660.23070000
1673395200000,1335.63000000,1398.00000000,1321.04000000,1389.39000000,472465.95560000
1673481600000,1389.40000000,1438.00000000,1361.92000000,1415.92000000,877712.44920000
1673568000000,1415.91000000,1464.00000000,1401.03000000,1451.20000000,499377.86490000
1673654400000,1451.21000000,1599.98000000,1449.14000000,1549.90000000,940691.77740000
1673740800000,1549.91000000,1566.66000000,1516.03000000,1552.52000000,387832.71380000
1673827200000,1552.52000000,1604.50000000,1521.31000000,1576.94000000,574622.89530000
1673913600000,1576.94000000,1609.00000000,1541.15000000,1565.57000000,506771.72190000
1674000000000,1565.56000000,1610.00000000,1501.39000000,1511.43000000,752534.88570000
1674086400000,1511.44000000,1564.43000000,1509.15000000,1551.09000000,308679.46450000
1674172800000,1551.09000000,1669.90000000,1542.02000000,1658.52000000,440570.99740000
1674259200000,1658.53000000,1679.26000000,1616.21000000,1626.66000000,494248.60090000
1674345600000,1626.65000000,1663.89000000,1604.00000000,1627.44000000,431729.69090000
1674432000000,1627.43000000,1648.09000000,1585.29000000,1626.29000000,407267.11560000
1674518400000,1626.28000000,1641.46000000,1535.00000000,1555.97000000,462275.32430000
1674604800000,1555.97000000,1641.00000000,1518.00000000,1611.94000000,646474.91660000
1674691200000,1611.95000000,1632.84000000,1577.43000000,1601.09000000,532777.84660000
1674777600000,1601.08000000,1621.00000000,1552.54000000,1597.62000000,512093.38750000
1674864000000,1597.61000000,1606.83000000,1555.99000000,1572.10000000,313675.65740000
1674950400000,1572.10000000,1660.00000000,1566.33000000,1644.72000000,551767.91340000
1675036800000,1644.73000000,1647.53000000,1535.00000000,1566.20000000,595055.32810000
1675123200000,1566.21000000,1605.18000000,1561.63000000,1585.33000000,348856.67510000
1675209600000,1585.32000000,1647.77000000,1555.18000000,1641.68000000,474617.17090000
1675296000000,1641.67000000,1714.68000000,1626.85000000,1643.12000000,629188.88740000
1675382400000,1643.12000000,1676.00000000,1625.93000000,1663.52000000,464815.03200000
1675468800000,1663.52000000,1695.29000000,1645.43000000,1666.38000000,308227.12950000
1675555200000,1666.39000000,1673.81000000,1609.30000000,1629.02000000,413579.67480000
1675641600000,1629.01000000,1658.56000000,1605.01000000,1614.29000000,384119.41970000
1675728000000,1614.28000000,1678.37000000,1613.14000000,1671.03000000,451922.40000000
1675814400000,1671.03000000,1697.91000000,1630.47000000,1650.43000000,417966.25390000
1675900800000,1650.42000000,1656.17000000,1524.40000000,1545.35000000,658011.69640000
1675987200000,1545.35000000,1555.01000000,1490.00000000,1513.06000000,484654.21990000
1676073600000,1513.05000000,1543.00000000,1505.00000000,1538.51000000,289691.57080000
1676160000000,1538.50000000,1548.02000000,1493.08000000,1514.83000000,286758.37400000
1676246400000,1514.82000000,1526.10000000,1461.93000000,1505.24000000,643152.39040000
1676332800000,1505.25000000,1569.00000000,1482.66000000,1555.71000000,668964.37680000
1676419200000,1555.70000000,1680.00000000,1542.55000000,1674.92000000,581207.85860000
1676505600000,1674.92000000,1742.97000000,1633.72000000,1637.84000000,832723.67310000
1676592000000,1637.83000000,1722.00000000,1630.51000000,1693.87000000,579934.66300000
1676678400000,1693.81000000,1713.13000000,1679.77000000,1691.62000000,267305.78130000
1676764800000,1691.62000000,1726.59000000,1666.14000000,1679.75000000,401023.04770000
1676851200000,1679.74000000,1719.89000000,1650.56000000,1703.27000000,451314.83350000
1676937600000,1703.27000000,1716.66000000,1636.30000000,1659.76000000,520354.46880000
1677024000000,1659.77000000,1666.95000000,1595.07000000,1643.14000000,528875.48090000
1677110400000,1643.15000000,1679.00000000,1628.75000000,1650.53000000,501305.97170000
1677196800000,1650.52000000,1664.66000000,1575.64000000,1607.80000000,512515.49820000
1677283200000,1607.80000000,1608.98000000,1557.33000000,1594.58000000,290188.03910000
1677369600000,1594.58000000,1651.26000000,1587.76000000,1641.36000000,308607.99410000
1677456000000,1641.37000000,1665.22000000,1608.00000000,1633.45000000,431861.41290000
1677542400000,1633.45000000,1647.52000000,1596.66000000,1605.23000000,393523.16470000
1677628800000,1605.24000000,1669.72000000,1595.00000000,1665.22000000,474456.82350000
1677715200000,1665.23000000,1677.86000000,1619.18000000,1647.86000000,423023.80820000
1677801600000,1647.86000000,1649.25000000,1544.39000000,1569.45000000,742816.59760000
1677888000000,1569.45000000,1577.53000000,1549.12000000,1566.73000000,237640.26060000
1677974400000,1566.74000000,1588.77000000,1553.05000000,1564.58000000,299240.74150000
1678060800000,1564.57000000,1583.49000000,1554.44000000,1565.84000000,307709.30110000
1678147200000,1565.84000000,1584.49000000,1536.14000000,1561.96000000,437947.90320000
1678233600000,1561.95000000,1570.89000000,1523.61000000,1532.38000000,460101.76580000
1678320000000,1532.38000000,1546.45000000,1408.00000000,1437.32000000,718485.13640000
1678406400000,1437.32000000,1439.43000000,1368.39000000,1426.44000000,960262.45090000
1678492800000,1426.43000000,1478.07000000,1408.40000000,1471.97000000,1374859.62010000
1678579200000,1471.93000000,1594.19000000,1448.30000000,1580.33000000,1002355.09290000
1678665600000,1580.33000000,1693.49000000,1565.00000000,1673.45000000,1228063.60530000
1678752000000,1673.44000000,1780.02000000,1655.24000000,1699.40000000,1283321.23550000
1678838400000,1699.41000000,1716.90000000,1611.00000000,1649.96000000,963142.48330000
1678924800000,1649.95000000,1691.42000000,1632.18000000,1673.73000000,627985.61190000
1679011200000,1673.73000000,1800.00000000,1662.65000000,1789.27000000,907528.28250000
1679097600000,1789.26000000,1841.00000000,1747.47000000,1758.84000000,711614.73100000
1679184000000,1758.84000000,1841.36000000,1757.92000000,1780.68000000,541131.89080000
1679270400000,1780.67000000,1803.05000000,1722.00000000,1732.78000000,682848.12480000
1679356800000,1732.77000000,1835.00000000,1717.01000000,1801.23000000,742348.49990000
1679443200000,1801.23000000,1819.98000000,1710.12000000,1734.33000000,891287.60090000
1679529600000,1734.34000000,1857.16000000,1729.35000000,1813.79000000,732061.10300000
1679616000000,1813.78000000,1818.99000000,1726.40000000,1749.57000000,564770.14170000
1679702400000,1749.57000000,1763.23000000,1713.09000000,1741.88000000,355679.37430000
1679788800000,1741.88000000,1801.00000000,1739.31000000,1773.88000000,354933.23720000
1679875200000,1773.88000000,1780.48000000,1686.13000000,1715.22000000,570563.50230000
1679961600000,1715.21000000,1795.73000000,1701.13000000,1772.99000000,536511.39730000
1680048000000,1773.00000000,1827.99000000,1772.48000000,1793.07000000,536865.59720000
1680134400000,1793.06000000,1829.69000000,1763.00000000,1793.61000000,579690.03940000
1680220800000,1793.60000000,1847.28000000,1777.91000000,1821.52000000,554525.47620000
1680307200000,1821.52000000,1842.83000000,1807.81000000,1820.79000000,272904.96740000
1680393600000,1820.80000000,1824.81000000,1771.70000000,1794.51000000,322122.93850000
1680480000000,1794.51000000,1839.99000000,1762.77000000,1810.51000000,628503.66190000
1680566400000,1810.51000000,1891.91000000,1802.01000000,1870.37000000,622208.64110000
1680652800000,1870.38000000,1942.98000000,1864.58000000,1908.69000000,548595.51550000
1680739200000,1908.68000000,1909.91000000,1853.70000000,1872.41000000,396241.43520000
1680825600000,1872.41000000,1882.61000000,1841.46000000,1863.72000000,284256.48730000
1680912000000,1863.73000000,1879.38000000,1847.00000000,1848.82000000,197905.54070000
1680998400000,1848.82000000,1873.99000000,1824.01000000,1858.92000000,287131.30790000
1681084800000,1858.91000000,1918.79000000,1846.40000000,1910.20000000,434739.79840000
1681171200000,1910.21000000,1937.37000000,1881.11000000,1889.86000000,405203.48920000
1681257600000,1889.86000000,1933.00000000,1852.65000000,1917.39000000,630844.41860000
1681344000000,1917.40000000,2023.00000000,1899.55000000,2012.01000000,676164.51880000
1681430400000,2012.00000000,2128.76000000,2009.22000000,2099.99000000,896307.39340000
1681516800000,2099.99000000,2111.85000000,2071.13000000,2090.60000000,321823.78510000
1681603200000,2090.61000000,2141.54000000,2072.72000000,2118.67000000,319880.43930000
1681689600000,2118.66000000,2120.51000000,2056.25000000,2074.00000000,426972.70710000
1681776000000,2073.99000000,2125.00000000,2051.00000000,2103.50000000,414244.61350000
1681862400000,2103.51000000,2104.60000000,1923.03000000,1933.73000000,775389.06020000
1681948800000,1933.74000000,1982.99000000,1914.43000000,1942.98000000,625336.24950000
1682035200000,1942.98000000,1957.27000000,1825.00000000,1848.78000000,688876.61860000
1682121600000,1848.77000000,1887.31000000,1841.64000000,1874.16000000,331007.58790000
1682208000000,1874.17000000,1882.01000000,1836.37000000,1862.00000000,344514.34440000
1682294400000,1862.01000000,1890.00000000,1806.00000000,1841.84000000,447864.05170000
1682380800000,1841.84000000,1877.86000000,1801.66000000,1866.10000000,457870.60470000
1682467200000,1866.10000000,1964.72000000,1785.00000000,1866.01000000,897709.72980000
1682553600000,1866.01000000,1940.96000000,1861.19000000,1908.68000000,727472.94660000
1682640000000,1908.68000000,1923.88000000,1873.94000000,1890.94000000,387630.77910000
1682726400000,1890.93000000,1918.00000000,1883.05000000,1907.80000000,182046.14060000
1682812800000,1907.79000000,1939.00000000,1866.16000000,1870.09000000,355336.48880000
1682899200000,1870.08000000,1886.49000000,1806.12000000,1830.73000000,445519.17790000
1682985600000,1830.73000000,1881.87000000,1822.94000000,1870.08000000,373753.20270000
1683072000000,1870.09000000,1916.52000000,1842.64000000,1905.12000000,465185.25010000
1683158400000,1905.12000000,1918.26000000,1866.71000000,1877.07000000,354528.61440000
1683244800000,1877.07000000,1998.36000000,1875.65000000,1993.30000000,546608.87500000
1683331200000,1993.30000000,2019.00000000,1860.00000000,1896.33000000,608106.99150000
1683417600000,1896.33000000,1933.33000000,1867.59000000,1870.40000000,413268.83570000
1683504000000,1870.41000000,1883.97000000,1810.73000000,1847.56000000,625316.61680000
1683590400000,1847.55000000,1861.88000000,1830.99000000,1846.52000000,304396.18600000
1683676800000,1846.53000000,1887.47000000,1790.51000000,1840.84000000,639933.38550000
1683763200000,1840.83000000,1842.02000000,1772.68000000,1794.30000000,522096.07250000
1683849600000,1794.31000000,1818.63000000,1740.00000000,1807.45000000,565539.83090000
1683936000000,1807.45000000,1817.03000000,1785.23000000,1795.11000000,212895.43730000
1684022400000,1795.12000000,1824.00000000,1789.82000000,1799.21000000,218101.09770000
1684108800000,1799.20000000,1846.70000000,1785.05000000,1816.20000000,388171.92610000
1684195200000,1816.21000000,1832.64000000,1796.20000000,1824.21000000,311238.67860000
1684281600000,1824.21000000,1837.50000000,1783.68000000,1822.12000000,352097.99130000
1684368000000,1822.12000000,1831.92000000,1771.12000000,1800.56000000,293755.31100000
1684454400000,1800.56000000,1829.54000000,1796.81000000,1812.32000000,243116.46760000
1684540800000,1812.31000000,1828.87000000,1807.06000000,1819.42000000,127754.43490000
1684627200000,1819.42000000,1828.98000000,1797.21000000,1804.91000000,161517.80530000
1684713600000,1804.91000000,1828.27000000,1792.01000000,1817.35000000,237498.94230000
1684800000000,1817.36000000,1872.50000000,1815.24000000,1854.05000000,396869.60970000
1684886400000,1854.06000000,1854.09000000,1777.60000000,1799.89000000,420846.14450000
1684972800000,1799.89000000,1818.81000000,1761.41000000,1805.60000000,350633.00890000
1685059200000,1805.61000000,1838.20000000,1796.99000000,1827.79000000,275690.68540000
1685145600000,1827.80000000,1836.12000000,1812.18000000,1829.89000000,138824.94060000
1685232000000,1829.89000000,1918.65000000,1823.60000000,1908.64000000,378392.43710000
1685318400000,1908.64000000,1927.62000000,1873.65000000,1892.60000000,313593.49420000
1685404800000,1892.60000000,1917.00000000,1881.19000000,1900.59000000,272665.84020000
1685491200000,1900.58000000,1907.13000000,1846.95000000,1873.63000000,319255.56810000
1685577600000,1873.63000000,1889.20000000,1840.00000000,1861.78000000,270496.60970000
1685664000000,1861.78000000,1910.00000000,1847.51000000,1906.68000000,313004.06580000
1685750400000,1906.69000000,1907.92000000,1881.60000000,1892.06000000,148818.24270000
1685836800000,1892.05000000,1914.63000000,1884.22000000,1890.01000000,172683.01190000
1685923200000,1890.00000000,1890.63000000,1778.00000000,1810.50000000,555361.26830000
1686009600000,1810.49000000,1898.29000000,1797.18000000,1884.64000000,491407.21740000
1686096000000,1884.65000000,1897.80000000,1821.18000000,1832.13000000,429196.70640000
1686182400000,1832.12000000,1861.28000000,1828.31000000,1845.64000000,189270.48530000
1686268800000,1845.65000000,1855.00000000,1827.00000000,1840.37000000,198324.32520000
1686355200000,1840.37000000,1844.99000000,1715.03000000,1751.53000000,652324.66950000
1686441600000,1751.52000000,1778.25000000,1738.72000000,1752.76000000,219956.24340000
1686528000000,1752.77000000,1759.33000000,1720.00000000,1742.57000000,302132.48190000
1686614400000,1742.57000000,1770.13000000,1724.22000000,1740.12000000,284268.00180000
1686700800000,1740.12000000,1750.03000000,1630.43000000,1650.95000000,415847.32700000
1686787200000,1650.95000000,1680.91000000,1626.01000000,1666.96000000,370774.76960000
1686873600000,1666.96000000,1729.50000000,1649.86000000,1717.92000000,311734.59040000
1686960000000,1717.91000000,1770.00000000,1714.26000000,1727.76000000,210914.92160000
1687046400000,1727.75000000,1747.84000000,1712.00000000,1720.95000000,156535.01280000
1687132800000,1720.95000000,1752.19000000,1698.00000000,1737.11000000,245162.75890000
1687219200000,1737.10000000,1796.99000000,1714.72000000,1791.99000000,328855.68460000
1687305600000,1791.99000000,1901.00000000,1787.38000000,1889.11000000,613755.88690000
1687392000000,1889.10000000,1933.17000000,1865.98000000,1872.01000000,416714.57190000
1687478400000,1872.00000000,1936.42000000,1861.01000000,1892.63000000,401147.93240000
1687564800000,1892.63000000,1906.00000000,1864.77000000,1874.96000000,226910.29410000
1687651200000,1874.95000000,1930.00000000,1868.83000000,1898.80000000,338757.61580000
1687737600000,1898.80000000,1909.10000000,1837.18000000,1858.97000000,458743.86100000
1687824000000,1858.97000000,1912.53000000,1855.19000000,1889.58000000,366634.57070000
1687910400000,1889.58000000,1890.19000000,1816.56000000,1828.02000000,337836.57920000
1687996800000,1828.03000000,1880.00000000,1827.84000000,1851.99000000,241844.82810000
1688083200000,1851.99000000,1948.60000000,1825.01000000,1933.79000000,716538.10350000
1688169600000,1933.80000000,1944.56000000,1909.44000000,1924.50000000,178373.36880000
1688256000000,1924.50000000,1959.20000000,1885.75000000,1937.48000000,255852.78320000
1688342400000,1937.49000000,1976.16000000,1933.55000000,1955.54000000,322102.42950000
